Date,Open,High,Low,Close,Adj Close,Volume
2014-10-07,70.180000,73.430000,69.930000,71.239998,71.239998,1261800
2014-10-08,70.739998,72.980003,68.330002,72.459999,72.459999,1453000
2014-10-09,72.180000,75.639999,71.610001,72.660004,72.660004,1707000
2014-10-10,71.639999,73.050003,67.580002,67.620003,67.620003,1740400
2014-10-13,68.320000,68.690002,62.150002,64.739998,64.739998,2415500
2014-10-14,65.639999,67.739998,64.300003,65.989998,65.989998,1382100
2014-10-15,64.430000,67.129997,62.750000,66.379997,66.379997,1812800
2014-10-16,65.190002,69.389999,65.110001,68.029999,68.029999,1666800
2014-10-17,69.010002,72.750000,68.680000,70.540001,70.540001,2078300
2014-10-20,70.160004,73.879997,70.010002,71.559998,71.559998,1638900
2014-10-21,71.739998,75.989998,71.739998,75.500000,75.500000,1363700
2014-10-22,75.000000,75.370003,72.160004,72.760002,72.760002,1210200
2014-10-23,73.410004,77.419998,72.949997,75.059998,75.059998,1543900
2014-10-24,75.599998,78.550003,75.510002,77.900002,77.900002,1212400
2014-10-27,77.870003,78.540001,76.699997,77.709999,77.709999,761300
2014-10-28,78.339996,81.919998,77.699997,81.190002,81.190002,1536300
2014-10-29,81.000000,81.000000,78.370003,79.760002,79.760002,956900
2014-10-30,79.349998,81.180000,78.309998,80.690002,80.690002,1034800
2014-10-31,81.650002,83.989998,81.449997,82.589996,82.589996,1306800
2014-11-03,82.129997,82.620003,80.129997,81.300003,81.300003,1426700
2014-11-04,81.070000,81.330002,78.790001,80.489998,80.489998,749700
2014-11-05,80.870003,80.889999,76.269997,76.500000,76.500000,2178700
2014-11-06,85.489998,88.500000,83.110001,84.290001,84.290001,4166800
2014-11-07,84.320000,85.529999,82.510002,84.919998,84.919998,1186700
2014-11-10,83.620003,84.449997,81.769997,83.550003,83.550003,1542300
2014-11-11,83.540001,84.500000,82.639999,84.050003,84.050003,869100
2014-11-12,83.970001,84.000000,82.410004,83.449997,83.449997,889000
2014-11-13,83.680000,84.500000,80.930000,82.589996,82.589996,1124500
2014-11-14,82.269997,85.000000,81.290001,84.830002,84.830002,782500
2014-11-17,84.110001,86.849998,82.750000,83.309998,83.309998,947900
2014-11-18,83.580002,84.989998,82.000000,82.099998,82.099998,844700
2014-11-19,82.099998,82.430000,78.769997,80.230003,80.230003,1604300
2014-11-20,80.000000,81.199997,78.550003,80.519997,80.519997,735600
2014-11-21,81.260002,82.860001,81.260002,81.750000,81.750000,1047100
2014-11-24,81.709999,83.680000,81.330002,83.050003,83.050003,667700
2014-11-25,83.000000,83.449997,81.279999,82.129997,82.129997,1021500
2014-11-26,82.000000,84.349998,81.860001,83.860001,83.860001,673400
2014-11-28,83.620003,84.480003,83.099998,83.879997,83.879997,382400
2014-12-01,83.300003,83.599998,80.989998,81.809998,81.809998,700500
2014-12-02,83.190002,84.000000,82.180000,82.800003,82.800003,839000
2014-12-03,81.750000,81.760002,80.099998,81.269997,81.269997,886000
2014-12-04,81.480003,82.839996,80.570000,81.050003,81.050003,638600
